Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,33208-XL-Stone,13-TT-XL,"2 Tone farm shirt size - Size XL, Colour Stone",,,Pinnacle,"Size: XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"2 Tone farm shirt by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33208-2XL-Stone,13-TT-2XL,"2 Tone farm shirt size - Size 2XL, Colour Stone",,,Pinnacle,"Size: 2XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"2 Tone farm shirt by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33208-3XL-Stone,13-TT-3XL,"2 Tone farm shirt size - Size 3XL, Colour Stone",,,Pinnacle,"Size: 3XL
Colour: Stone",R 259.00,R 231.00,,,,,,,"2 Tone farm shirt by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Workwear, Workwear & PPE"
simple,33209-Lime,13-100430,"Maxi Reflective BIB Lime (solid material) -, Colour Lime",,,Pinnacle,Colour: Lime,R 20.00,R 18.00,,,,,,,"Maxi Reflective BIB Lime (solid material) by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33210-Orange,13-100431,"Maxi Reflective BIB Orange (solid material) -, Colour Orange",,,Pinnacle,Colour: Orange,R 20.00,R 18.00,,,,,,,"Maxi Reflective BIB Orange (solid material) by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33211-Lime,13-1004311,"Lime reflective BIB with velcro ( mesh material) -, Colour Lime",,,Pinnacle,Colour: Lime,R 50.00,R 45.00,,,,,,,"Lime reflective BIB with velcro ( mesh material) by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33212-M-Orange/Navy,13-M,"Orange / Navy Signal Vest - Size M, Colour Orange/Navy",,,Pinnacle,"Size: M
Colour: Orange/Navy",R 91.00,R 81.00,,,,,,,"Orange / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33212-L-Orange/Navy,13-L,"Orange / Navy Signal Vest - Size L, Colour Orange/Navy",,,Pinnacle,"Size: L
Colour: Orange/Navy",R 91.00,R 81.00,,,,,,,"Orange / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33212-XL-Orange/Navy,13-XL,"Orange / Navy Signal Vest - Size XL, Colour Orange/Navy",,,Pinnacle,"Size: XL
Colour: Orange/Navy",R 91.00,R 81.00,,,,,,,"Orange / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33212-2XL-Orange/Navy,13-2XL,"Orange / Navy Signal Vest - Size 2XL, Colour Orange/Navy",,,Pinnacle,"Size: 2XL
Colour: Orange/Navy",R 91.00,R 81.00,,,,,,,"Orange / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33213-M-Lime/Navy,13-M,"Lime / Navy Signal Vest - Size M, Colour Lime/Navy",,,Pinnacle,"Size: M
Colour: Lime/Navy",R 91.00,R 81.00,,,,,,,"Lime / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33213-L-Lime/Navy,13-L,"Lime / Navy Signal Vest - Size L, Colour Lime/Navy",,,Pinnacle,"Size: L
Colour: Lime/Navy",R 91.00,R 81.00,,,,,,,"Lime / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33213-XL-Lime/Navy,13-XL,"Lime / Navy Signal Vest - Size XL, Colour Lime/Navy",,,Pinnacle,"Size: XL
Colour: Lime/Navy",R 91.00,R 81.00,,,,,,,"Lime / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33213-2XL-Lime/Navy,13-2XL,"Lime / Navy Signal Vest - Size 2XL, Colour Lime/Navy",,,Pinnacle,"Size: 2XL
Colour: Lime/Navy",R 91.00,R 81.00,,,,,,,"Lime / Navy Signal Vest by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33214-S-Lime/Orange,13-S,"Lime & Orange Reflective Jacket with sleeve - Size S, Colour Lime/Orange",,,Pinnacle,"Size: S
Colour: Lime/Orange",R 126.00,R 113.00,,,,,,,"Lime & Orange Reflective Jacket with sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33214-M-Lime/Orange,13-M,"Lime & Orange Reflective Jacket with sleeve - Size M, Colour Lime/Orange",,,Pinnacle,"Size: M
Colour: Lime/Orange",R 126.00,R 113.00,,,,,,,"Lime & Orange Reflective Jacket with sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33214-L-Lime/Orange,13-L,"Lime & Orange Reflective Jacket with sleeve - Size L, Colour Lime/Orange",,,Pinnacle,"Size: L
Colour: Lime/Orange",R 126.00,R 113.00,,,,,,,"Lime & Orange Reflective Jacket with sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33214-XL-Lime/Orange,13-XL,"Lime & Orange Reflective Jacket with sleeve - Size XL, Colour Lime/Orange",,,Pinnacle,"Size: XL
Colour: Lime/Orange",R 126.00,R 113.00,,,,,,,"Lime & Orange Reflective Jacket with sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33214-2XL-Lime/Orange,13-2XL,"Lime & Orange Reflective Jacket with sleeve - Size 2XL, Colour Lime/Orange",,,Pinnacle,"Size: 2XL
Colour: Lime/Orange",R 126.00,R 113.00,,,,,,,"Lime & Orange Reflective Jacket with sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33215-S-Lime/Orange,13-S,"Lime & Orange Reflective Jacket sleeveless - Size S, Colour Lime/Orange",,,Pinnacle,"Size: S
Colour: Lime/Orange",R 109.00,R 98.00,,,,,,,"Lime & Orange Reflective Jacket sleeveless by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33215-M-Lime/Orange,13-M,"Lime & Orange Reflective Jacket sleeveless - Size M, Colour Lime/Orange",,,Pinnacle,"Size: M
Colour: Lime/Orange",R 109.00,R 98.00,,,,,,,"Lime & Orange Reflective Jacket sleeveless by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33215-L-Lime/Orange,13-L,"Lime & Orange Reflective Jacket sleeveless - Size L, Colour Lime/Orange",,,Pinnacle,"Size: L
Colour: Lime/Orange",R 109.00,R 98.00,,,,,,,"Lime & Orange Reflective Jacket sleeveless by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33215-XL-Lime/Orange,13-XL,"Lime & Orange Reflective Jacket sleeveless - Size XL, Colour Lime/Orange",,,Pinnacle,"Size: XL
Colour: Lime/Orange",R 109.00,R 98.00,,,,,,,"Lime & Orange Reflective Jacket sleeveless by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33215-2XL-Lime/Orange,13-2XL,"Lime & Orange Reflective Jacket sleeveless - Size 2XL, Colour Lime/Orange",,,Pinnacle,"Size: 2XL
Colour: Lime/Orange",R 109.00,R 98.00,,,,,,,"Lime & Orange Reflective Jacket sleeveless by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33216-S-Lime/Orange,13-S,"Metro Reflective Jacket Detachable Sleeve - Size S, Colour Lime/Orange",,,Pinnacle,"Size: S
Colour: Lime/Orange",R 192.00,R 171.00,,,,,,,"Metro Reflective Jacket Detachable Sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33216-M-Lime/Orange,13-M,"Metro Reflective Jacket Detachable Sleeve - Size M, Colour Lime/Orange",,,Pinnacle,"Size: M
Colour: Lime/Orange",R 192.00,R 171.00,,,,,,,"Metro Reflective Jacket Detachable Sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33216-L-Lime/Orange,13-L,"Metro Reflective Jacket Detachable Sleeve - Size L, Colour Lime/Orange",,,Pinnacle,"Size: L
Colour: Lime/Orange",R 192.00,R 171.00,,,,,,,"Metro Reflective Jacket Detachable Sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33216-XL-Lime/Orange,13-XL,"Metro Reflective Jacket Detachable Sleeve - Size XL, Colour Lime/Orange",,,Pinnacle,"Size: XL
Colour: Lime/Orange",R 192.00,R 171.00,,,,,,,"Metro Reflective Jacket Detachable Sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33216-2XL-Lime/Orange,13-2XL,"Metro Reflective Jacket Detachable Sleeve - Size 2XL, Colour Lime/Orange",,,Pinnacle,"Size: 2XL
Colour: Lime/Orange",R 192.00,R 171.00,,,,,,,"Metro Reflective Jacket Detachable Sleeve by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33217-S-Lime,13-S,"Premium Lime Reflective Vest with Zip & ID - Size S, Colour Lime",,,Pinnacle,"Size: S
Colour: Lime",R 45.00,R 40.00,,,,,,,"Premium Lime Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33217-M-Lime,13-M,"Premium Lime Reflective Vest with Zip & ID - Size M, Colour Lime",,,Pinnacle,"Size: M
Colour: Lime",R 45.00,R 40.00,,,,,,,"Premium Lime Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33217-L-Lime,13-L,"Premium Lime Reflective Vest with Zip & ID - Size L, Colour Lime",,,Pinnacle,"Size: L
Colour: Lime",R 45.00,R 40.00,,,,,,,"Premium Lime Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33217-XL-Lime,13-XL,"Premium Lime Reflective Vest with Zip & ID - Size XL, Colour Lime",,,Pinnacle,"Size: XL
Colour: Lime",R 45.00,R 40.00,,,,,,,"Premium Lime Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33217-2XL-Lime,13-2XL,"Premium Lime Reflective Vest with Zip & ID - Size 2XL, Colour Lime",,,Pinnacle,"Size: 2XL
Colour: Lime",R 45.00,R 40.00,,,,,,,"Premium Lime Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33217-3XL-Lime,13-3XL,"Premium Lime Reflective Vest with Zip & ID - Size 3XL, Colour Lime",,,Pinnacle,"Size: 3XL
Colour: Lime",R 45.00,R 40.00,,,,,,,"Premium Lime Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33218-S-Orange,13-S,"Premium Orange Reflective Vest with Zip & ID - Size S, Colour Orange",,,Pinnacle,"Size: S
Colour: Orange",R 45.00,R 40.00,,,,,,,"Premium Orange Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
simple,33218-M-Orange,13-M,"Premium Orange Reflective Vest with Zip & ID - Size M, Colour Orange",,,Pinnacle,"Size: M
Colour: Orange",R 45.00,R 40.00,,,,,,,"Premium Orange Reflective Vest with Zip & ID by Pinnacle - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Protective Wear, Workwear & PPE"
