product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image,URL,Attributes_origenal,attributes,Price,Regular,Price.1,Sale,Price.2,type,images,variant,description,short_description,stock,brand_slug
510,13-100266D-B,PE Apron ( Min Order 1000/Box),,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""Blue""}",,,,,,,/04/1.png,,"Apron 15 micron - standard polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.",15-micron disposable PE apron offering waterproof protection for food service and cleaning.,10,pinnacle
511,13-100360-G,PVC Apron Heavy Duty 400gm,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""Green""}",,,,,,,/04/1.png,,"Apron 15 micron - industrial-grade polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.",Heavy-duty 400gsm PVC apron for durable protection during industrial and cleaning tasks.,10,pinnacle
511,13-100361-Y,PVC Apron Heavy Duty 400gm,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""Yellow""}",,,,,,,/04/1.png,,"Apron 15 micron - industrial-grade polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.",Heavy-duty 400gsm PVC apron for durable protection during industrial and cleaning tasks.,10,pinnacle
511,13-100362-W,PVC Apron Heavy Duty 400gm,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""White""}",,,,,,,/04/1.png,,"Apron 15 micron - industrial-grade polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.",Heavy-duty 400gsm PVC apron for durable protection during industrial and cleaning tasks.,10,pinnacle
511,13-100363-R,PVC Apron Heavy Duty 400gm,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""Red""}",,,,,,,/04/1.png,,"Apron 15 micron - industrial-grade polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.",Heavy-duty 400gsm PVC apron for durable protection during industrial and cleaning tasks.,10,pinnacle
512,13-1004749-B,"Emergency Rain Poncho with Hood, Reusable",,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Colour"":""Blue""}",,,,,,,/04/1.png,,"The Pinnacle Emergency Rain Poncho is reusable and includes a hood for compact, on-the-go wet-weather protection. Its lightweight, packable design makes it easy to carry for unexpected rain. Suitable for outdoor work, events and general emergency wet-weather use.","Reusable emergency rain poncho with hood for compact, on-the-go wet-weather protection.",10,pinnacle
513,13-1004749L-S-L,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749L-M-L,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749L-L,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749L-XL-L,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749L-2XL-L,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749L-3XL-L,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Lime""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749O-S-O,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749O-M-O,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749O-L-O,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749O-XL-O,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749O-2XL-O,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
513,13-1004749O-3XL-O,Canadian Rain Jacket,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Orange""}",,,,,,,/04/1.png,,"The Pinnacle Canadian Rain Jacket offers durable waterproof protection styled after the classic Canadian workwear jacket. Its rugged construction withstands demanding wet-weather conditions. Suitable for construction, agriculture and general outdoor work applications.",Canadian-style rain jacket offering durable waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-S-N,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-M-N,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-L-N,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-XL-N,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-2XL-N,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""2XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-3XL-N,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""3XL"",""Colour"":""Navy""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-S-Y,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""S"",""Colour"":""Yellow""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-M-Y,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""M"",""Colour"":""Yellow""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
514,PVCRUBBRAINSUI-L-Y,PVC Rubberised Rain Suit,,"protective-wear-workwear-and-ppe, workwear-and-ppe",,Pinnacle,pinnacle,,,,"{""Size"":""L"",""Colour"":""Yellow""}",,,,,,,/04/1.png,,"The Pinnacle PVC Rubberised Rain Suit offers full waterproof protection for demanding wet-weather conditions. Its rubberised PVC construction provides a durable, reliable barrier against heavy rain. Suitable for construction, agriculture and outdoor work environments.",PVC rubberised rain suit offering full waterproof wet-weather protection.,10,pinnacle
